parkCode,name,totalSites,latitude,longitude,numberOfSitesFirstComeFirstServe,numberOfSitesReservable,description,operatingHours,reservationInfo,id,reservationUrl
romo,Timber Creek Campground,98,40.328415,-105.596291,98,0,"Timber Creek Campground is the only campground on the west side of the park. Located at 8900 feet (3000 m) along the Colorado River about eight miles north of the Grand Lake entrance to Rocky Mountain National Park. A mountain pine beetle infestation caused most of the trees to be removed, so there is no shade at campsites.","[{'exceptions': [{'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2019-01-01', 'name': 'Winter (pre-summer)', 'endDate': '2019-05-20'}, {'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2019-09-29', 'name': 'Winter (post-summer)', 'endDate': '2019-12-31'}, {'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2020-05-20', 'name': 'Closed Due to COVID-19', 'endDate': '2020-12-31'}], 'description': 'Open only in summer and early fall. See Exceptions for opening and closing dates.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Timber Creek Campground'}]","First come, first-served only.",F7965B87-3035-49D4-B55A-D55D6CAD0C93,
sagu,Douglas Spring,0,32.229252,-110.605921,0,0,"- 4,800 feet elevation
- 3 campsites (6 people max per site)",[],,AC12C7C9-38CD-4F10-828D-8C903F1C7926,
sagu,Grass Shack,0,32.229252,-110.605921,0,0,"- 5,300 feet elevation
- 3 campsites (6 people max per site)",[],,812CF898-9225-4E23-9937-85FB14490F36,
sagu,Happy Valley Saddle,0,32.229252,-110.605921,0,0,"- 6,200 feet elevation 
- 3 campsites (6 people max per site)",[],,D1770365-E6B3-45F2-8029-13E6F75DF232,
sagu,Juniper Basin,0,32.229252,-110.605921,0,0,"- 6,000 elevation 
- 3 campsites (6 people max per site)",[],,4A56E4A8-59E9-4766-9E89-677CF4B1C88D,
sagu,Manning Camp,6,32.229252,-110.605921,6,6,"- 8,000 feet elevation
- 6 campsites (max 6 people per site)
- water available year-round",[],Reservations are required to camp and sites are first come first serve. Call the Rincon Mountain District (East) Visitor Center ahead of time to ask about  availability or visit the center in person and ask at the front desk.,593D7585-DD7B-43C6-88E3-73FAB6299D0B,
sagu,Spud Rock Spring,0,32.229252,-110.605921,0,0,"- 7,400
- 3 campsites (6 people max per site)",[],,8FFC1412-19CB-4AE7-9860-2BBC36799440,
samo,Circle X Ranch Campground,1,34.11136138,-118.926367,1,1,Circle X Ranch Group Campground is the only campground the National Park Service operates in the Santa Monica Mountains. Visit recreation.gov to make reservations for this 10 person minimum group camp.,"[{'exceptions': [], 'description': 'Open year round.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Circle X Ranch Campground'}]",Make reservations for this 10 person minimum group camp.,14084144-35CA-4862-96D8-72364E4A638B,http://www.recreation.gov/camping/circle-x-ranch-group-campground/r/campgroundDetails.do?contractCode=NRSO&parkId=72424
seki,Atwell Mill Campground,21,36.45138923,-118.6121321,0,0,"The campground is situated along the East Fork of the Kaweah River in a once logged sequoia grove. There are limited services at Silver City Resort, 1.7 miles (3 km) east of the campground. More extensive services can be found in the town of Three Rivers, 23 miles (37 km) west of Atwell Mill Campground.","[{'exceptions': [{'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2020-10-29', 'name': 'Winter Closure', 'endDate': '2020-05-19'}, {'exceptionHours': {'wednesday': 'Closes at 12:00PM', 'monday': 'Closes at 12:00PM', 'thursday': 'Closes at 12:00PM', 'sunday': 'Closes at 12:00PM', 'tuesday': 'Closes at 12:00PM', 'friday': 'Closes at 12:00PM', 'saturday': 'Closes at 12:00PM'}, 'startDate': '2020-10-28', 'name': 'Fall Closing', 'endDate': '2020-10-28'}, {'exceptionHours': {'wednesday': '12:00PM - 11:59PM', 'monday': '12:00PM - 11:59PM', 'thursday': '12:00PM - 11:59PM', 'sunday': '12:00PM - 11:59PM', 'tuesday': '12:00PM - 11:59PM', 'friday': '12:00PM - 11:59PM', 'saturday': '12:00PM - 11:59PM'}, 'startDate': '2020-05-20', 'name': 'Spring Opening', 'endDate': '2020-05-20'}, {'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2020-05-20', 'name': 'Closed Due to COVID-19', 'endDate': '2020-07-04'}], 'description': 'Atwell Mill Campground opens in late June and closes in late October. Gates open or close at noon on the campground opening and closing dates. Potable water is not always available in spring and fall.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Atwell Mill Campground'}]",,BC707FA3-F575-4734-8E62-34689982F615,
seki,Cold Springs Campground,40,36.45138923,-118.6121321,40,0,"The campground is located near the Mineral King Visitor Center amid aspen trees and conifers. There are limited services at Silver City Resort, 2.5 miles (4 km) west of the campground. More extensive services can be found in the town of Three Rivers, 27 miles (44 km) west of Cold Springs Campground.","[{'exceptions': [{'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2020-10-29', 'name': 'Winter Closure', 'endDate': '2020-05-19'}, {'exceptionHours': {'wednesday': '12:00PM - 11:59PM', 'monday': '12:00PM - 11:59PM', 'thursday': '12:00PM - 11:59PM', 'sunday': '12:00PM - 11:59PM', 'tuesday': '12:00PM - 11:59PM', 'friday': '12:00PM - 11:59PM', 'saturday': '12:00PM - 11:59PM'}, 'startDate': '2020-05-20', 'name': 'Spring Opening', 'endDate': '2020-05-20'}, {'exceptionHours': {'wednesday': 'Closes at 12:00PM', 'monday': 'Closes at 12:00PM', 'thursday': 'Closes at 12:00PM', 'sunday': 'Closes at 12:00PM', 'tuesday': 'Closes at 12:00PM', 'friday': 'Closes at 12:00PM', 'saturday': 'Closes at 12:00PM'}, 'startDate': '2020-10-28', 'name': 'Fall Closing', 'endDate': '2020-10-28'}, {'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2020-05-20', 'name': 'Closed Due to COVID-19', 'endDate': '2020-07-04'}], 'description': 'Cold Springs Campground opens in late June and closes in late October. Gates open or close at noon on the campground opening and closing dates. Potable water is not always available in spring and fall.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Cold Springs Campground'}]","All sites at this campground are first-come, first-served.",E43BEB8F-1EE3-4CDD-88EB-ED8262628F95,
seki,Buckeye Flat Campground,28,36.522984,-118.763811,27,27,The campground is situated on the Middle Fork of the Kaweah River under an open stand of oaks. The closest services can be found in the town of Three Rivers just west of the Ash Mountain Entrance Station.,"[{'exceptions': [{'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2020-10-01', 'name': 'Winter Closure', 'endDate': '2020-03-17'}, {'exceptionHours': {'wednesday': 'Closes at 12:00PM', 'monday': 'Closes at 12:00PM', 'thursday': 'Closes at 12:00PM', 'sunday': 'Closes at 12:00PM', 'tuesday': 'Closes at 12:00PM', 'friday': 'Closes at 12:00PM', 'saturday': 'Closes at 12:00PM'}, 'startDate': '2020-09-30', 'name': 'Fall Closing', 'endDate': '2020-09-30'}, {'exceptionHours': {'wednesday': '12:00PM - 11:59PM', 'monday': '12:00PM - 11:59PM', 'thursday': '12:00PM - 11:59PM', 'sunday': '12:00PM - 11:59PM', 'tuesday': '12:00PM - 11:59PM', 'friday': '12:00PM - 11:59PM', 'saturday': '12:00PM - 11:59PM'}, 'startDate': '2020-03-18', 'name': 'Spring Opening', 'endDate': '2020-03-18'}, {'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2020-04-01', 'name': 'Closed Due to COVID-19', 'endDate': '2020-07-04'}], 'description': 'Buckeye Flat Campground is generally open from late March to late September, depending on weather conditions. Gates open or close at noon on campground opening and closing dates', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Buckeye Flat Campground'}]","For 2019:
Reservations are usually available from May 22 - September 24. 
At other times, all sites are first-come, first-served.",6BCF7F8D-71B1-4B29-A925-5DCFDD0CB38E,https://www.recreation.gov/camping/campgrounds/249982
seki,South Fork Campground,10,36.318721,-118.776348,10,0,"This small, primitive campground is situated in a remote area of the foothills on the South Fork of the Kaweah River at the transition from oaks to evergreens. Two trails leave from a trailhead nearby: the Garfield Grove and Ladybug trails. Other park features are over an hour's drive away.","[{'exceptions': [{'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2020-04-01', 'name': 'Closed Due to COVID-19', 'endDate': '2020-07-04'}], 'description': 'South Fork Campground has potable water available only during its peak season from middle to late May to mid-October, and this is the only time a camping fee is charged. During the non-peak season, no potable water is available and camping here is free.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'South Fork Campground'}]","No reservations are available for this campground. All sites are first-come, first-served.",E8221D31-0B2B-4606-9061-1F91794AD45A,
seki,Potwisha Campground,42,36.516474,-118.800681,40,40,"Situated along the Middle Fork of the Kaweah River under an open stand of oaks, the campground is hot in the summer and usually snow-free in the winter. The closest services can be found in the town of Three Rivers just west of the Ash Mountain Entrance Station.","[{'exceptions': [{'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2020-04-01', 'name': 'Closed Due to COVID-19', 'endDate': '2020-07-04'}], 'description': 'Potwisha Campground is open year-round. Some sites are reservable, and some sites are first-come, first-served.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Potwisha Campground'}]","For 2019:
Some sites available for reservation year round.
All sites available for reservation May 1 - September 24, and there are no first come, first serve sites during this period.",191F3831-AC51-41B2-8BAB-92A4D1BC7685,http://www.recreation.gov/camping/potwisha-campground/r/campgroundDetails.do?contractCode=NRSO&parkId=72461
seki,Dorst Creek Campground,222,36.638892,-118.804822,0,202,"The campground is located 10 miles (16 km) north of the Giant Forest, under open stands of evergreen trees. Services can be found at Wuksachi Lodge (8 mi, 13 km), Stony Creek Lodge (5.5 mi, 9 km), or Lodgepole Village (9 mi, 14.5 km).","[{'exceptions': [{'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2020-10-01', 'name': 'Winter Closure', 'endDate': '2020-06-16'}, {'exceptionHours': {'wednesday': '12:00PM - 11:59PM', 'monday': '12:00PM - 11:59PM', 'thursday': '12:00PM - 11:59PM', 'sunday': '12:00PM - 11:59PM', 'tuesday': '12:00PM - 11:59PM', 'friday': '12:00PM - 11:59PM', 'saturday': '12:00PM - 11:59PM'}, 'startDate': '2020-06-17', 'name': 'Spring Opening', 'endDate': '2020-06-17'}, {'exceptionHours': {'wednesday': 'Closes at 12:00PM', 'monday': 'Closes at 12:00PM', 'thursday': 'Closes at 12:00PM', 'sunday': 'Closes at 12:00PM', 'tuesday': 'Closes at 12:00PM', 'friday': 'Closes at 12:00PM', 'saturday': 'Closes at 12:00PM'}, 'startDate': '2020-09-30', 'name': 'Fall Closing', 'endDate': '2020-09-30'}, {'exceptionHours': {}, 'startDate': '2020-05-05', 'name': 'Closed Due to COVID-19', 'endDate': '2020-07-04'}], 'description': 'Dorst Creek Campground usually opens in mid-June and closes on Labor Day weekend. In drought conditions, this campground may close earlier in the summer if water reserves are low.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Dorst Creek Campground'}]","For 2019:
Reservations available June 19 - September 3. 
September 4 - 24 sites 1-61 are first-come, first-served.  
Sites 62-218 and group sites are closed after September 3",E2472655-E82D-4C38-A9B6-0C374BEE7828,https://www.recreation.gov/camping/campgrounds/232460
