category,description,id,parkCode,title,url
Information,Be alert for changing weather conditions. Summer thunderstorms may produce tornadoes. Know where to go during inclement weather.,EABEAB12-1DD8-B71B-0B971EF7B6E1142D,natr,Tornado Safety Areas,https://www.nps.gov/natr/upload/Tornado-Shelters-by-County-and-milepost-2.pdf
Park Closure,"Partial or full closures are in effect on Rocky Springs Trail, Yockanookany Trail, Cypress Swamp, River Bend, Myrick Creek, Blackland Prairie Trail, and Cave Springs.",D3A4D008-D0A2-CE95-B34C09087478F844,natr,Some Pullouts and Trails Closed Due to Storm Damage and/or Unsafe Conditions,https://www.nps.gov/natr/planyourvisit/conditions.htm
Park Closure,"Heavy rain has undermined a culvert making it unsafe for passage. Due to horse trailer parking availability, the entire section is closed to equestrians. Hikers are still able to travel from Chickasaw Village Site north to the Parkway Visitor Center.",585751F8-A8D7-4232-FB3A5ADDEA9B16CD,natt,Temporary Blackland Prairie Trail Closure to Equestrians,
Caution,"Due to high winds and rainfall from thunderstorms, damaged trees have fallen across many sections of the National Scenic Trail. Caution is advised on all trails. Be aware of your surroundings while hiking and look for overhead limbs that may pose a hazard",92C84C92-1DD8-B71B-0BDA78FB31D340DB,natt,Hiking Advisory,
Caution,The Rocky Springs section is closed from the Rocky Springs campground at milepost 55 to the northern terminus at milepost 59 until further notice. Visitors should observe posted closures. The trail is unsafe due to trail erosion and deteriorated bridges.,92EA72F3-1DD8-B71B-0BE7D03E547B4E62,natt,Partial Closure of Rocky Springs Trail,
Park Closure,"The Yockanookany section of the Natchez Trace National Scenic Trail is closed to equestrian use effective immediately, due to safety concerns with trail bridges and boardwalks. The trail will remain open to pedestrians.",D9BA087E-1DD8-B71B-0BBAC10DAB765E26,natt,Yockanookany Trail Section Closed to Equestrians,https://www.nps.gov/natr/learn/news/yockanookany-section-trail-closure.htm
Park Closure,"In compliance with the Navajo Nation’s decision to ban all tourism traffic within the boundaries of the reservation to help prevent the spread of COVID-19, all park operations (visitor center, trails, restroom facilities, and campgrounds) are CLOSED.",26B7C78D-F399-C490-95FC0468646FE061,nava,Navajo National Monument is CLOSED TO ALL VISITORS until further notice,https://www.nps.gov/nava/learn/news/index.htm
Information,Use the link below to visit the National Weather Service website for current weather conditions in the park.,030BA669-AD4D-F7A9-CCD604862DB7F1C5,nava,Current Weather Conditions,https://forecast.weather.gov/MapClick.php?lat=36.6888&lon=-110.5248#.XSihQOi6OUk
Park Closure,"Following guidance from the CDC and recommendations from state and local public health in consultation with NPS Public Health Service officers, The park is temporarily closed. Updates will be posted to the park website and social media.",E9411523-F05D-5CE6-19E26D1A81F685AA,nebe,New Bedford Whaling National Historical Park is temporarily closed as of 03/16/2020,https://www.nps.gov/nebe/planyourvisit/conditions.htm
Information,There are several projects currently going on in the park to help make improvements to visitor experiences. Check the road and trail closures page for important information that may affect your visit.,2AA7859F-1DD8-B71B-0BE8A1E68866C0B8,neri,Road and Trail Closures,https://www.nps.gov/neri/planyourvisit/road-and-trail-closures.htm
Information,"Following guidance from the CDC and recommendations from state and local public health in consultation with NPS Public Health Service officers, Canyon Rim Visitor Center is temporarily closed. Updates will be posted to the park website and social media.",4D44F54F-B067-F7DF-81E7EB11A859D71C,neri,Temporary Closure of Canyon Rim Visitor Center,https://www.nps.gov/neri/learn/news/new-river-gorge-national-river-announces-temporary-visitor-center-closure.htm
Information,"All campgrounds and some restrooms are currently closed in response to COVID-19. Restrooms at Cunard, Endless Wall, Nuttall Trailhead, Glade Creek, Grandview Sandbar, Grandview Playground, and Thurmond have reopened.",E878FED8-A2EA-EC99-5B722E2AA6DD7D8E,neri,Temporary Closure of Campgrounds and Restrooms,https://www.nps.gov/neri/learn/news/new-river-gorge-national-river-announces-temporary-closure-of-campgrounds-and-restrooms.htm
Information,"The river access and campground at Thayer is currently CLOSED due to a slide on the McKendree Road between Buffalo Creek and the road to Thayer. Updates to these closures will be posted on this website, on Facebook, and Twitter.",F3A8FA82-008B-9508-EDA96251B266307D,neri,Thayer River Access and Campground is Closed,
Park Closure,"Following guidance from the CDC and recommendations from state and local public health authorities in consultation with NPS Public Health Service Officers, Nicodemus National Historic Site Visitor Center is temporarily closed as of March 18, 2020.",57F47263-D99C-A273-C4C139ACFE635CF5,nico,Visitor Center Closed,https://go.nps.gov/coronavirus
Park Closure,The upstream barrier to the highway 137 bridge landing sustained flood damage and the landing that used to be located there is gone and awaiting repair by NDOT.,7C4D1D3D-0322-72DD-F99B9D723F3B4AED,niob,Landing at Hwy 137 Closed,
Caution,"By Nebraska State law, all children 12 years old and younger must WEAR a USCG approved life jacket to float the Niobrara NSR. Anyone over 12 years old must HAVE a life jacket. If you are renting equipment, your outfitter will provide them.",13E85374-1DD8-B71B-0BF4B6A13BC2DE2D,niob,Life Jackets Required!,
Caution,Trail portage at Rocky Ford was damaged and is hazardous. Clearing work is in progress.  Extreme caution is advised.,9AA555E3-E8C1-6E7B-DCDEEB7C81AF88B4,niob,Portage access at Rocky Ford,
Park Closure,We are working to increase access to the park in a phased approach. The Star Fort Pond is open normal hours. Restrooms near the visitor center are open. The visitor center remains closed. All programs and special events are cancelled until further notice.,3762BF81-B436-893D-45617071E64AC448,nisi,"Phased Reopening Update – June 15, 2020",
Park Closure,"As a public health precaution, the Northwest Arctic Heritage Center is temporarily closed for the safety of staff and visitors as of March 16th. Updates will be posted to the park website and social media channels.",B7AFF804-B5EC-9618-630AE78C60020AF8,noat,Northwest Arctic Heritage Center Closure,
Caution,Prevent smashed windows and theft. Break-ins are not uncommon at trailheads along State Route 20. Remove your valuables and electronics and take associated electronic cords.,AAC3CF20-BE40-BB32-80E978371CCA74C2,noca,Be Aware of Break-ins along State Route 20,https://www.nps.gov/noca/upload/valuables-in-car_final.pdf
Park Closure,"The park complex is increasing recreational access for overnight use. Campgrounds, the Wilderness Information Center, and backcountry campsites will open beginning June 12. Visitor centers, group campsites, and the Cascade River Road remain closed.",3F745D6E-FD97-33FC-8EADC2D3F3670943,noca,Phased reopening – some locations closed due to COVID-19,https://www.nps.gov/noca/learn/news/north-cascades-national-park-service-complex-increases-recreational-access-to-more-areas.htm
Caution,"Gorge, Diablo and Ross lakes are reservoirs with changing water levels. The lakes are generally at full pool from July-September. Boat launches and docks may be difficult to access at low water levels.",25563C58-1DD8-B71B-0B39DBEED3755C64,noca,Fluctuating Lake Levels,https://www.nps.gov/noca/planyourvisit/lake-and-river-conditions.htm
Park Closure,"The established climbing management areas identified below are closed to all public use from March 1, 2020 to July 15, 2020 to protect peregrine falcon nesting aeries.

Newhalem Crag East and 
Newhalem Crag West (Ryan’s Wall)",F713CEBF-C388-5824-F0B630B85EC386BA,noca,Temporary Closures for Peregrine Nesting,https://www.nps.gov/noca/learn/news/temporary-closures-for-peregrine-nesting-2020.htm?fbclid=IwAR1bOR4DLjjsHcwb4EL9MgIXFUmIOIIdqU1vf--zsSrmKEpIcIY1sxjCYrA
Information,Trail closures are reported to the North Country Trail Association. Go to their Trail Alerts page for the latest information.,831ADCEE-AE7E-01AA-8DEED52FA620B9E7,noco,Trail Alerts,https://northcountrytrail.org/trail/trail-alerts/
Park Closure,"Due to the COVID-19 outbreak, the American Samoa government has temporarily suspended all Hawaiian Airline flights for 30-days all between Honolulu and American Samoa.",826D4BF4-9C41-4496-AF5C796FE0ED7C97,npsa,Travel Information 1,
Park Closure,"Due to border restrictions currently in place, Samoa Airways has also suspended operating services from Pago Pago to Apia.",827D6606-E87D-E19D-383AB180DDE72BAE,npsa,Travel Information 2,
Park Closure,"Following guidance from the CDC and recommendations from local public health authorities in consultation with NPS Public Health Service Officers, the Visitor Center in Pago Pago is temporarily closed as of March 16. Check website/social media for updates.",169ED74E-F74C-5CAA-1CB7E2435DFB74D7,npsa,Temporary Visitor Center Closure,
Park Closure,The American Samoan Government issued a travel restriction on those coming from/transiting through US states with confirmed coronavirus cases. Must spend 14-days in Hawaii and acquire health clearance 3-days before entry into American Samoa.,E2F96398-AA2A-1893-0A178C9B23AC5D3D,npsa,Coronavirus Information,
Caution,"Although there is no known current transmission of dengue, Zika, or chikungunya, American Samoa has had recent outbreaks, and reintroduction is possible. Avoid mosquito bites and report to your doctor if you get sick within two weeks of returning.",E9210F2E-1DD8-B71B-0B92F970E603E41E,npsa,General Mosquito Information,
Park Closure,"Changes in park operations to protect park visitors and employees from the coronavirus pandemic: The visitor center is closed until further notice. Park gates, trails, roads, and Rock Creek Campground are currently open. Stay tuned for updates.",1FD6F7E3-D475-C67B-09DF25BFF3218665,obed,Corona Virus Update 3-30-20,
Park Closure,We are working to increase access to the park in a phased approach. Ocmulgee Mounds National Historical Park grounds will be open starting June 1st from 1:00 to 5:00 pm daily. The Visitor Center and Earth Lodge remains closed.,5632D233-C841-C8D4-27FEC03C5FBC86AF,ocmu,Phased reopening – some locations closed due to COVID-19,
Information,"Following guidance from the CDC and recommendations from state and local public health authorities in consultation with NPS Public Health Service Officers, the NPS office in OKC is temporarily closed as of 3/17/2020. Updates will be posted accordingly.",21B03F0B-E562-0D15-42F23A11D9EBBBD5,okci,Temporary Change in Operating Status,
Park Closure,"The viewing platform at Salmon Cascades in the Sol Duc Valley will be closed for repairs Wednesday, June 24 through July 1.",1B98BEDF-FC22-8244-48EAEBA0E4105C76,olym,Salmon Cascades Viewing Platform Closed June 24 - July 1,
Information,"Hurricane Ridge Visitor Center sewage system project is ongoing thru summer 2020. Parking is limited. Expect possibility of long wait times at entrance station on weekends and during peak visiting hours. For more information, check the project webpage.",0C1FF85B-A8AF-3F9A-E0AE32817057621A,olym,Parking Limited at Hurricane Ridge - Sewage System Rehabilitation Project Impacts,https://www.nps.gov/olym/planyourvisit/hurricane-ridge-visitor-center-sewage-system-rehabilitation-project.htm
